,A,B
5854,OPRK1,POMC
5855,OPRM1,POMC
5856,RXFP1,RLN1
5857,RXFP2,RLN1
5858,RXFP3,RLN1
5859,RXFP1,RLN2
5860,RXFP2,RLN2
5861,RXFP3,RLN2
5862,RXFP1,RLN3
5863,RXFP2,RLN3
5864,RXFP3,RLN3
5865,RXFP4,RLN3
5866,PTGFR,AKR1B1
5867,PTGDR,AKR1C3
5868,PTGDR2,AKR1C3
5869,PTGFR,AKR1C3
5870,PTGFR,CBR1
5871,PTGDR,PTGDS
5872,PTGDR2,PTGDS
5873,PTGER1,PTGES
5874,PTGER2,PTGES
5875,PTGER3,PTGES
5876,PTGER4,PTGES
5877,PTGER1,PTGES2
5878,PTGER2,PTGES2
5879,PTGER3,PTGES2
5880,PTGER4,PTGES2
5881,PTGER1,PTGES3
5882,PTGER2,PTGES3
5883,PTGER3,PTGES3
5884,PTGER4,PTGES3
5885,NPY1R,PPY
5886,NPY2R,PPY
5887,NPY4R,PPY
5888,NPY5R,PPY
5889,NPY1R,PYY
5890,NPY2R,PYY
5891,NPY4R,PYY
5892,NPY5R,PYY
5893,FZD8,RSPO1
5894,CRABP2,ALDH1A1
5895,RARA,ALDH1A1
5896,RXRA,ALDH1A1
5897,RARB,ALDH1A1
5898,RXRB,ALDH1A1
5899,RARG,ALDH1A1
5900,RXRG,ALDH1A1
5901,RORB,ALDH1A1
5902,CRABP2,ALDH1A2
5903,RARA,ALDH1A2
5904,RXRA,ALDH1A2
5905,RARB,ALDH1A2
5906,RXRB,ALDH1A2
5907,RARG,ALDH1A2
5908,RXRG,ALDH1A2
5909,RORB,ALDH1A2
5910,CRABP2,ALDH1A3
5911,RARA,ALDH1A3
5912,RXRA,ALDH1A3
5913,RARB,ALDH1A3
5914,RXRB,ALDH1A3
5915,RARG,ALDH1A3
5916,RXRG,ALDH1A3
5917,RORB,ALDH1A3
5918,LRP5,SOSTDC1
5919,LRP6,SOSTDC1
5920,SCTR,SCT
5921,VIPR1,SCT
5922,VIPR2,SCT
5923,GLG1,SELE
5924,PLXNB2,SEMA4G
5925,TREM2,SEMA6D
5926,TYROBP,SEMA6D
5927,HTR1A,SLC18A1
5928,HTR1A,TPH1
5929,HTR1B,SLC18A1
5930,HTR1B,TPH1
5931,HTR1D,SLC18A1
5932,HTR1D,TPH1
5933,HTR1E,SLC18A1
5934,HTR1E,TPH1
5935,HTR1F,SLC18A1
5936,HTR1F,TPH1
5937,HTR2A,SLC18A1
5938,HTR2A,TPH1
5939,HTR2B,SLC18A1
5940,HTR2B,TPH1
5941,HTR2C,SLC18A1
5942,HTR2C,TPH1
5943,HTR3A,SLC18A1
5944,HTR3B,SLC18A1
5945,HTR3C,SLC18A1
5946,HTR3D,SLC18A1
5947,HTR3E,SLC18A1
5948,HTR3A,TPH1
5949,HTR3B,TPH1
5950,HTR3C,TPH1
5951,HTR3D,TPH1
5952,HTR3E,TPH1
5953,HTR4,SLC18A1
5954,HTR4,TPH1
5955,HTR5A,SLC18A1
5956,HTR5A,TPH1
5957,HTR6,SLC18A1
5958,HTR6,TPH1
5959,HTR7,SLC18A1
5960,HTR7,TPH1
5961,HTR1A,TPH2
5962,HTR1B,TPH2
5963,HTR1D,TPH2
5964,HTR1E,TPH2
5965,HTR1F,TPH2
5966,HTR2A,TPH2
5967,HTR2B,TPH2
5968,HTR2C,TPH2
5969,HTR3A,TPH2
5970,HTR3B,TPH2
5971,HTR3C,TPH2
5972,HTR3D,TPH2
5973,HTR3E,TPH2
5974,HTR4,TPH2
5975,HTR5A,TPH2
5976,HTR6,TPH2
5977,HTR7,TPH2
5978,HTR1A,SLC18A2
5979,HTR1B,SLC18A2
5980,HTR1D,SLC18A2
5981,HTR1E,SLC18A2
5982,HTR1F,SLC18A2
5983,HTR2A,SLC18A2
5984,HTR2B,SLC18A2
5985,HTR2C,SLC18A2
5986,HTR3A,SLC18A2
5987,HTR3B,SLC18A2
5988,HTR3C,SLC18A2
5989,HTR3D,SLC18A2
5990,HTR3E,SLC18A2
5991,HTR4,SLC18A2
5992,HTR5A,SLC18A2
5993,HTR6,SLC18A2
5994,HTR7,SLC18A2
5995,HTR1A,SLC6A4
5996,HTR1B,SLC6A4
5997,HTR1D,SLC6A4
5998,HTR1E,SLC6A4
5999,HTR1F,SLC6A4
6000,HTR2A,SLC6A4
6001,HTR2B,SLC6A4
6002,HTR2C,SLC6A4
6003,HTR3A,SLC6A4
6004,HTR3B,SLC6A4
6005,HTR3C,SLC6A4
6006,HTR3D,SLC6A4
6007,HTR3E,SLC6A4
6008,HTR4,SLC6A4
6009,HTR5A,SLC6A4
6010,HTR6,SLC6A4
6011,HTR7,SLC6A4
6012,DRD1,DDC
6013,DRD2,DDC
6014,DRD3,DDC
6015,DRD4,DDC
6016,DRD5,DDC
6017,HTR1A,DDC
6018,HTR1B,DDC
6019,HTR1D,DDC
6020,HTR1E,DDC
6021,HTR1F,DDC
6022,HTR2A,DDC
6023,HTR2B,DDC
6024,HTR2C,DDC
6025,HTR3A,DDC
6026,HTR3B,DDC
6027,HTR3C,DDC
6028,HTR3D,DDC
6029,HTR3E,DDC
6030,HTR4,DDC
6031,HTR5A,DDC
6032,HTR6,DDC
6033,HTR7,DDC
6034,TAAR1,DDC
6035,DRD1,SLC18A1
6036,DRD2,SLC18A1
6037,DRD3,SLC18A1
6038,DRD4,SLC18A1
6039,DRD5,SLC18A1
6040,DRD1,SLC18A2
6041,DRD2,SLC18A2
6042,DRD3,SLC18A2
6043,DRD4,SLC18A2
6044,DRD5,SLC18A2
6045,DRD1,SLC6A3
6046,DRD2,SLC6A3
6047,DRD3,SLC6A3
6048,DRD4,SLC6A3
6049,DRD5,SLC6A3
6050,PTPRD,SLITRK1
6051,PTPRS,SLITRK1
6052,PTPRD,SLITRK2
6053,PTPRS,SLITRK2
6054,PTPRD,SLITRK3
6055,PTPRS,SLITRK4
6056,PTPRS,SLITRK5
6057,PTPRS,SLITRK6
6058,ROBO1,SLIT2
6059,ROBO2,SLIT2
6060,SSTR1,CORT
6061,SSTR2,CORT
6062,SSTR3,CORT
6063,SSTR4,CORT
6064,SSTR5,CORT
6065,SSTR1,SST
6066,SSTR2,SST
6067,SSTR3,SST
6068,SSTR4,SST
6069,SSTR5,SST
6070,BOC,SHH
6071,PTCH2,SHH
6072,CDON,SHH
6073,GAS1,SHH
6074,GPR151,SPX
6075,TACR1,TAC1
6076,TACR2,TAC1
6077,TACR3,TAC1
6078,TACR1,TAC3
6079,TACR2,TAC3
6080,TACR3,TAC3
6081,GPR1,TAFA1
6082,FPR1,TAFA4
6083,FPR2,TAFA5
6084,S1PR2,TAFA5
6085,AR,AKR1D1
6086,CD36,THBS1
6087,CD36,THBS2
6088,ADGRB1,TAX1BP3
6089,TBXA2R,TBXAS1
6090,TFR2,TF
6091,TFRC,TF
6092,ITGAV,TGFB1
6093,ITGB6,TGFB1
6094,TGFBR3,TGFB1
6095,TGFBR3,TGFB2
6096,ITGAV,TGFB3
6097,ITGB6,TGFB3
6098,ITGB8,TGFB3
6099,TGFBR3,TGFB3
6100,THRA,DIO3
6101,THRA,TG
6102,THRB,DIO3
6103,THRB,TG
6104,TNFRSF25,TNFSF12
6105,CRHR1,UCN
6106,CRHR2,UCN
6107,CRHR1,UCN2
6108,CRHR2,UCN2
6109,CRHR2,UCN3
6110,UTS2R,UTS2
6111,UTS2R,UTS2B
6112,ADCYAP1R1,VIP
6113,SCTR,VIP
6114,VIPR1,VIP
6115,VIPR2,VIP
6116,GP1BA,VWF
6117,GP1BB,VWF
6118,ITGAV,VWF
6119,ITGB3,VWF
6120,FZD10,WNT1
6121,FZD3,WNT1
6122,FZD6,WNT1
6123,RYK,WNT1
6124,FZD9,WNT1
6125,FZD7,WNT10A
6126,FZD1,WNT11
6127,LRP5,WNT11
6128,LRP6,WNT11
6129,FZD10,WNT11
6130,FZD2,WNT11
6131,FZD3,WNT11
6132,FZD4,WNT11
6133,FZD5,WNT11
6134,FZD6,WNT11
6135,FZD7,WNT11
6136,FZD8,WNT11
6137,FZD9,WNT11
6138,FZD1,WNT16
6139,LRP5,WNT16
6140,LRP6,WNT16
6141,FZD10,WNT16
6142,FZD2,WNT16
6143,FZD3,WNT16
6144,FZD4,WNT16
6145,FZD5,WNT16
6146,FZD6,WNT16
6147,FZD7,WNT16
6148,FZD8,WNT16
6149,FZD9,WNT16
6150,FZD10,WNT2
6151,FZD2,WNT2
6152,FZD5,WNT2
6153,FZD6,WNT2
6154,FZD7,WNT2
6155,FZD8,WNT2
6156,FZD1,WNT2B
6157,FZD10,WNT2B
6158,FZD2,WNT2B
6159,FZD3,WNT2B
6160,FZD5,WNT2B
6161,FZD6,WNT2B
6162,FZD7,WNT2B
6163,FZD8,WNT2B
6164,FZD9,WNT2B
6165,FZD3,WNT3
6166,FZD6,WNT3
6167,RYK,WNT3
6168,FZD9,WNT3
6169,RYK,WNT3A
6170,FZD9,WNT3A
6171,FZD1,WNT4
6172,FZD10,WNT4
6173,FZD2,WNT4
6174,FZD3,WNT4
6175,FZD4,WNT4
6176,FZD5,WNT4
6177,FZD7,WNT4
6178,FZD8,WNT4
6179,FZD9,WNT4
6180,FZD10,WNT5A
6181,FZD7,WNT5A
6182,FZD8,WNT5A
6183,RYK,WNT5A
6184,FZD9,WNT5A
6185,FZD10,WNT5B
6186,FZD3,WNT5B
6187,FZD9,WNT5B
6188,FZD1,WNT6
6189,LRP5,WNT6
6190,LRP6,WNT6
6191,FZD10,WNT6
6192,FZD2,WNT6
6193,FZD3,WNT6
6194,FZD4,WNT6
6195,FZD5,WNT6
6196,FZD6,WNT6
6197,FZD7,WNT6
6198,FZD8,WNT6
6199,FZD9,WNT6
6200,FZD2,WNT7A
6201,FZD3,WNT7A
6202,FZD4,WNT7A
6203,FZD6,WNT7A
6204,FZD3,WNT7B
6205,FZD6,WNT7B
6206,FZD9,WNT7B
6207,FZD1,WNT8A
6208,FZD10,WNT8A
6209,FZD2,WNT8A
6210,FZD3,WNT8A
6211,FZD4,WNT8A
6212,FZD6,WNT8A
6213,FZD7,WNT8A
6214,FZD9,WNT8A
6215,FZD1,WNT8B
6216,FZD10,WNT8B
6217,FZD2,WNT8B
6218,FZD3,WNT8B
6219,FZD4,WNT8B
6220,FZD6,WNT8B
6221,FZD7,WNT8B
6222,FZD9,WNT8B
6223,FZD2,WNT9A
6224,FZD3,WNT9A
6225,FZD6,WNT9A
6226,FZD7,WNT9A
6227,FZD1,WNT9B
6228,FZD2,WNT9B
6229,FZD3,WNT9B
6230,FZD6,WNT9B
6231,FZD7,WNT9B
6232,FZD9,WNT9B
6233,ACVR1,INHA
6234,ACVR2A,INHA
6235,ACVR2B,INHA
6236,ACVR1B,INHA
6237,ACVR1C,INHA
6238,ACVR2A,INHBC
6239,ACVR2B,INHBC
6240,ACVR2A,INHBE
6241,ACVR2B,INHBE
6242,ADGRE2,ITGAV
6243,ADGRE2,ITGB1
6244,ADGRE2,ITGB3
6245,ADIPOR1,ADIPOQ
6246,ADIPOR2,ADIPOQ
6247,B2M,ALB
6248,FCGRT,ALB
6249,CD6,ALCAM
6250,IL6ST,B2M
6251,GRID2,CBLN1
6252,GRID2,NRXN1
6253,TREML2,CD276
6254,JAML,CD320
6255,ADGRE5,CD55
6256,LIFR,CLCF1
6257,TREM2,CLU
6258,TYROBP,CLU
6259,SLC1A5,ERVH48-1
6260,SCARA5,FTH1
6261,SCARA5,FTL
6262,TSHR,GPHA2
6263,TSHR,GPHB5
6264,FPR3,HEBP1
6265,TFRC,HFE
6266,CLEC2D,KLRB1
6267,SLC22A17,LCN2
6268,MLNR,MLN
6269,ROBO3,NELL2
6270,GNRHR,NSMF
6271,BSG,NXNL1
6272,SLC16A1,NXNL1
6273,ITGAV,OMD
6274,ITGB3,OMD
6275,GHSR,PENK
6276,ITGA2B,PLG
6277,ITGB3,PLG
6278,BSG,PPIA
6279,PROCR,PROC
6280,PTGFR,PRXL2B
6281,PTGIR,PTGIS
6282,IL1RAP,PTPRD
6283,IL1RAPL1,PTPRD
6284,QRFPR,QRFP
6285,STRA6,RBP4
6286,ATP6AP2,REN
6287,ADGRE5,SFTPD
6288,SIGLEC1,SPN
6289,THRB,TPO
6290,TRHR,TRH
6291,TYRO3,TULP1
6292,PECAM1,CD177
6293,NRXN3,DAG1
6294,NRXN3,NLGN4Y
6295,TYROBP,CD44
